unit	type	ident	Latitude	Longitude	y_proj	x_proj	comment	altitude	original order
B_unit	pine	Cp 64 1	31.5104035	-109.0053354	3487892.871	689419.4635	5/10/15 16:40	1677.613525	65
B_unit	pine	Cp 65 01	31.510029	-109.0062327	3487849.801	689334.995	5/10/15 16:56	1680.978271	68
B_unit	pine	Cp 65 1	31.51043443	-109.005241	3487896.463	689428.3653	5/10/15 16:40	1678.574951	66
B_unit	pine	Cp 66 01	31.50998659	-109.0066891	3487844.31	689291.724	5/10/15 16:58	1682.6604	69
B_unit	pine	Cp 67 1	31.50999472	-109.0068631	3487844.911	689275.1881	5/10/15 17:01	1679.295898	70
B_unit	pine	Cp 68 01	31.51008692	-109.0062521	3487856.188	689333.0311	5/10/15 16:55	1679.536133	67
B_unit	pine	Cp 69 1	31.50989413	-109.0069548	3487833.601	689266.6735	5/10/15 17:21	1680.497559	71
B_unit	pine	Cp 70 1	31.50988701	-109.0070501	3487832.647	689257.6439	5/10/15 17:22	1682.179688	72
B_unit	pine	Cp 71 2	31.5098109	-109.0071228	3487824.083	689250.8871	5/10/15 17:23	1682.6604	73
B_unit	pine	Cp 72 1	31.50977125	-109.0071183	3487819.696	689251.3969	5/10/15 17:24	1681.45874	74
B_unit	pine	Cp 73 2	31.5096607	-109.0072246	3487807.255	689241.525	5/10/15 17:26	1683.381348	76
B_unit	pine	Cp 74 2	31.50959582	-109.0071993	3487800.107	689244.0601	5/10/15 17:26	1682.179688	77
B_unit	pine	Cp 75 1	31.50961141	-109.0072822	3487801.692	689236.155	5/10/15 17:27	1685.304199	78
B_unit	pine	Cp 76 1	31.5096871	-109.0071991	3487810.227	689243.892	5/10/15 17:25	1681.45874	75
B_unit	pine	Cp 77 1	31.50953187	-109.007188	3487793.036	689245.2559	5/10/15 17:28	1683.621826	79
B_unit	pine	Cp 78 1	31.50942726	-109.0072817	3487781.277	689236.5741	5/10/15 17:29	1683.141113	80
B_unit	pine	Cp 79 1	31.50931084	-109.0072357	3487768.449	689241.1715	5/10/15 17:31	1684.343018	81
B_unit	pine	cp 80 1	31.50925677	-109.0071369	3487762.626	689250.6668	5/10/15 17:32	1683.141113	82
B_unit	pine	Cp 82 1	31.50910808	-109.0073796	3487745.722	689227.9109	5/10/15 17:33	1686.265625	83
B_unit	pine	Cp 83 1	31.50901319	-109.0073283	3487735.291	689232.9744	5/10/15 17:38	1686.025146	84
B_unit	pine	Cp 84 1	31.50900842	-109.0074591	3487734.536	689220.5645	5/10/15 17:40	1687.947754	85
B_unit	pine	Cp 85 1	31.50895947	-109.0074977	3487729.042	689217.001	5/10/15 17:40	1687.467285	86
B_unit	pine	Cp 86 1	31.50893139	-109.0076232	3487725.712	689205.1316	5/10/15 17:41	1688.428467	87
B_unit	pine	Cp 87 1	31.50877842	-109.0076859	3487708.645	689199.4849	5/10/15 17:44	1686.986572	88
B_unit	pine	Cp 88 1	31.50890398	-109.0078793	3487722.231	689180.8652	5/10/15 17:45	1690.351074	89
B_unit	pine	Cp 89 1	31.50865294	-109.0080343	3487694.133	689166.6428	5/10/15 17:47	1687.947754	90
B_unit	pine	Cp 90 1	31.50846778	-109.0086957	3487672.464	689104.2013	5/10/15 17:53	1688.668945	93
B_unit	pine	Cp 90 2	31.50864623	-109.008367	3487692.815	689135.058	5/10/15 17:51	1691.072021	92
B_unit	pine	Cp 91 1	31.50793461	-109.010063	3487610.995	688975.402	5/11/15 10:51	1687.947754	97
B_unit	pine	Cp 92 1	31.50777443	-109.0102866	3487592.851	688954.4836	5/11/15 10:53	1687.467285	98
B_unit	pine	Cp 93 1	31.50761652	-109.010343	3487575.247	688949.4514	5/11/15 10:55	1689.630127	99
B_unit	pine	Cp 94 2	31.50753622	-109.0103737	3487566.291	688946.6912	5/11/15 10:56	1688.428467	100
B_unit	pine	Cp 95 1	31.50744285	-109.0104084	3487555.88	688943.5831	5/11/15 10:57	1688.428467	101
B_unit	pine	Cp 96 4	31.50743907	-109.0103893	3487555.494	688945.4059	5/11/15 10:58	1687.70752	102
B_unit	pine	Cp 97 1	31.50740446	-109.0104826	3487551.496	688936.6146	5/11/15 10:59	1689.630127	103
B_unit	pine	Cp 98 2	31.5072975	-109.0105092	3487539.593	688934.3061	5/11/15 11:00	1688.90918	104
B_unit	pine	Cp 99 2	31.50732676	-109.010555	3487542.757	688929.9003	5/11/15 11:01	1688.428467	105
B_unit	pine	CP S2	31.47340829	-109.0356248	3483739.487	686616.0666	5/12/15 16:35	1833.586426	212
E_unit	pine	P01-9	31.50759808	-109.0102255	3487573.405	688960.6504	11-MAY-15 9:55:18AM	1684.82373	361
E_unit	pine	P02	31.50747922	-109.0103273	3487560.052	688951.2165	11-MAY-15 9:57:08AM	1686.265625	362
E_unit	pine	P03-4	31.50743823	-109.0103376	3487555.491	688950.3198	11-MAY-15 9:58:10AM	1686.025146	363
E_unit	pine	P04	31.50744217	-109.0103213	3487555.956	688951.8643	11-MAY-15 9:59:16AM	1685.784912	364
E_unit	pine	P05	31.50735467	-109.010325	3487546.248	688951.6822	11-MAY-15 10:01:46AM	1685.063965	301
E_unit	pine	P06	31.50724981	-109.0103527	3487534.575	688949.266	11-MAY-15 10:03:15AM	1686.025146	302
E_unit	pine	P07-4	31.50715711	-109.0103281	3487524.34	688951.7933	11-MAY-15 10:04:31AM	1686.505859	303
E_unit	pine	P08-3	31.50703272	-109.0104446	3487510.349	688940.9693	11-MAY-15 10:06:50AM	1688.428467	304
E_unit	pine	P09-6	31.50702459	-109.010338	3487509.631	688951.1126	11-MAY-15 10:08:25AM	1687.226807	305
E_unit	pine	P10-3	31.50699341	-109.0103068	3487506.228	688954.137	11-MAY-15 10:09:26AM	1688.188232	306
E_unit	pine	P11-2	31.50687916	-109.0103622	3487493.467	688949.1124	11-MAY-15 10:12:01AM	1689.389893	307
E_unit	pine	P12	31.50694714	-109.0101751	3487501.326	688966.7455	11-MAY-15 10:13:02AM	1687.226807	308
E_unit	pine	P13	31.5068805	-109.0101985	3487493.898	688964.6584	11-MAY-15 10:13:38AM	1687.70752	309
E_unit	pine	P14	31.50687807	-109.0101781	3487493.664	688966.5979	11-MAY-15 10:14:05AM	1687.947754	310
E_unit	pine	P15	31.50687371	-109.0102208	3487493.107	688962.5463	11-MAY-15 10:14:31AM	1689.389893	311
E_unit	pine	P16	31.5066474	-109.0101708	3487468.103	688967.7549	11-MAY-15 10:15:39AM	1690.11084	312
E_unit	pine	P17	31.50664045	-109.010122	3487467.416	688972.4024	11-MAY-15 10:16:18AM	1690.351074	313
E_unit	pine	P18-4	31.50641455	-109.0101431	3487442.336	688970.8588	11-MAY-15 10:19:14AM	1691.072021	314
E_unit	pine	P19-2	31.50647465	-109.0102074	3487448.888	688964.6314	11-MAY-15 10:20:23AM	1691.792969	315
E_unit	pine	P20-3	31.50652058	-109.0103255	3487453.777	688953.3212	11-MAY-15 10:22:54AM	1690.351074	316
E_unit	pine	P21	31.50643693	-109.0100919	3487444.906	688975.6703	11-MAY-15 10:24:20AM	1691.792969	317
E_unit	pine	P22	31.50635412	-109.0100437	3487435.808	688980.4228	11-MAY-15 10:25:08AM	1691.3125	318
E_unit	pine	P23-4	31.50620693	-109.0100606	3487419.461	688979.1108	11-MAY-15 10:28:38AM	1692.754395	321
E_unit	pine	P24	31.50631162	-109.0101121	3487430.978	688974.0038	11-MAY-15 10:25:57AM	1691.3125	319
E_unit	pine	P25	31.50630768	-109.0100301	3487430.683	688981.806	11-MAY-15 10:26:44AM	1691.072021	320
E_unit	pine	P26-9	31.50534142	-109.0103137	3487323.069	688956.8092	11-MAY-15 10:34:56AM	1697.560791	322
E_unit	pine	P27	31.5053436	-109.0103438	3487323.259	688953.9466	11-MAY-15 10:55:38AM	1696.118896	323
E_unit	pine	P28-4	31.50518778	-109.0110574	3487304.754	688886.4834	11-MAY-15 10:58:39AM	1700.685059	324
E_unit	pine	P29-3	31.50511025	-109.0114173	3487295.538	688852.4524	11-MAY-15 11:01:04AM	1697.560791	325
E_unit	pine	P30	31.50511192	-109.0114017	3487295.751	688853.9299	11-MAY-15 11:01:43AM	1697.320557	326
E_unit	pine	P31	31.50511368	-109.0114795	3487295.812	688846.538	11-MAY-15 11:02:27AM	1697.320557	327
E_unit	pine	P32-3	31.50513506	-109.0114691	3487298.199	688847.4822	11-MAY-15 11:03:14AM	1698.281738	328
E_unit	pine	P33	31.50518971	-109.0116005	3487304.032	688834.8885	11-MAY-15 11:04:16AM	1699.00293	329
E_unit	pine	P34	31.5052483	-109.0120141	3487309.815	688795.4883	11-MAY-15 11:05:33AM	1699.964111	330
E_unit	pine	P35	31.5053037	-109.012075	3487315.852	688789.5889	11-MAY-15 11:06:11AM	1701.406006	331
E_unit	pine	P36	31.50526615	-109.0122561	3487311.377	688772.4595	11-MAY-15 11:10:24AM	1699.483398	332
E_unit	pine	p37	31.50534301	-109.0123787	3487319.687	688760.6651	11-MAY-15 11:11:05AM	1698.281738	333
E_unit	pine	P38	31.50534997	-109.0123505	3487320.507	688763.3262	11-MAY-15 11:12:14AM	1698.281738	334
E_unit	pine	P39	31.5054161	-109.0124026	3487327.749	688758.2491	11-MAY-15 11:12:45AM	1698.522217	335
E_unit	pine	P4	31.50735014	-109.0103253	3487545.745	688951.6674	11-MAY-15 10:00:35AM	1684.343018	300
E_unit	pine	P40	31.50541836	-109.0126029	3487327.655	688739.2165	11-MAY-15 11:13:32AM	1698.762451	336
E_unit	pine	P41-2	31.50580728	-109.0128643	3487370.322	688713.6106	11-MAY-15 11:16:32AM	1700.685059	337
E_unit	pine	P42	31.50636669	-109.0136482	3487430.991	688638.0225	11-MAY-15 12:08:25PM	1698.522217	338
E_unit	pine	P43	31.50610099	-109.0139769	3487400.967	688607.3394	11-MAY-15 12:10:20PM	1699.964111	339
E_unit	pine	P44	31.50611599	-109.0140367	3487402.528	688601.6248	11-MAY-15 12:11:43PM	1700.444824	340
E_unit	pine	P45	31.50618321	-109.0141554	3487409.776	688590.2163	11-MAY-15 12:12:55PM	1701.886719	341
E_unit	pine	P46-3	31.50604349	-109.0141602	3487394.277	688590.0432	11-MAY-15 12:14:52PM	1699.964111	342
E_unit	pine	P47	31.50604164	-109.0141842	3487394.031	688587.7619	11-MAY-15 12:15:49PM	1700.20459	343
E_unit	pine	P48-8	31.50601876	-109.0142401	3487391.398	688582.4976	11-MAY-15 12:16:57PM	1699.964111	344
E_unit	pine	P49	31.50587157	-109.0143405	3487374.908	688573.2633	11-MAY-15 12:18:59PM	1702.367432	345
E_unit	pine	P50	31.50586353	-109.0143592	3487373.984	688571.4961	11-MAY-15 12:19:29PM	1701.646484	346
E_unit	pine	P51-8	31.50582581	-109.0144157	3487369.705	688566.2138	11-MAY-15 12:21:30PM	1701.406006	347
E_unit	pine	P52	31.50563328	-109.0144899	3487348.232	688559.5466	11-MAY-15 12:22:55PM	1701.646484	348
E_unit	pine	P53-5	31.50564023	-109.0145188	3487348.954	688556.7938	11-MAY-15 12:23:40PM	1701.646484	349
E_unit	pine	P54-2	31.50562397	-109.0145206	3487347.148	688556.6513	11-MAY-15 12:25:01PM	1701.406006	350
E_unit	pine	P55-4	31.50555013	-109.0145166	3487338.968	688557.1818	11-MAY-15 12:26:02PM	1700.20459	351
E_unit	pine	P56-3	31.50522742	-109.0145773	3487303.087	688552.0578	11-MAY-15 12:27:42PM	1700.925537	352
E_unit	pine	P57-5	31.50504336	-109.014668	3487282.525	688543.821	11-MAY-15 12:30:15PM	1699.964111	353
E_unit	pine	P58	31.5048577	-109.0147705	3487261.766	688534.4569	11-MAY-15 12:31:34PM	1701.165771	354
E_unit	pine	P59	31.50467732	-109.01503	3487241.322	688510.17	11-MAY-15 12:33:03PM	1700.444824	355
E_unit	pine	P60	31.50470808	-109.0149838	3487244.811	688514.495	11-MAY-15 12:34:04PM	1702.848145	356
E_unit	pine	P61	31.50440256	-109.0152832	3487210.425	688486.6696	11-MAY-15 12:35:14PM	1701.406006	357
E_unit	pine	P62-4	31.50439896	-109.0154091	3487209.809	688474.7184	11-MAY-15 12:36:43PM	1701.886719	358
E_unit	pine	P63	31.5042547	-109.0155103	3487193.642	688465.3904	11-MAY-15 12:38:50PM	1702.607666	359
E_unit	pine	P64	31.50397073	-109.015919	3487161.456	688427.1394	11-MAY-15 12:40:33PM	1703.809326	360
E_unit	pine	P65	31.50351366	-109.0169384	3487109.032	688331.2265	11-MAY-15 1:26:08PM	1714.624023	285
E_unit	pine	P66	31.50318249	-109.0178487	3487070.753	688245.4264	11-MAY-15 1:34:26PM	1713.903076	286
E_unit	pine	P67	31.50296674	-109.0179427	3487046.673	688236.9339	11-MAY-15 1:35:26PM	1714.383789	287
E_unit	pine	P68	31.50288619	-109.0179012	3487037.814	688241.0364	11-MAY-15 1:36:19PM	1714.143311	288
E_unit	pine	P69-3	31.50282132	-109.017934	3487030.565	688238.0455	11-MAY-15 1:36:54PM	1715.104736	289
E_unit	pine	P70	31.50238143	-109.0178817	3486981.888	688243.9035	11-MAY-15 1:41:01PM	1717.98877	290
E_unit	pine	P71	31.50227465	-109.0179055	3486970.008	688241.8485	11-MAY-15 1:41:51PM	1718.950195	291
E_unit	pine	P73	31.50215453	-109.0178874	3486956.723	688243.809	11-MAY-15 1:42:44PM	1718.709717	292
E_unit	pine	P74-3	31.50193174	-109.0177534	3486932.254	688256.9867	11-MAY-15 1:44:20PM	1719.19043	293
E_unit	pine	P75	31.50189972	-109.0177626	3486928.688	688256.1751	11-MAY-15 1:45:29PM	1719.671143	294
E_unit	pine	P76	31.50185941	-109.0176402	3486924.429	688267.8881	11-MAY-15 1:46:12PM	1720.151855	295
E_unit	pine	P77	31.50176536	-109.0175498	3486914.158	688276.6596	11-MAY-15 1:47:18PM	1720.39209	296
E_unit	pine	P78	31.50097327	-109.0179262	3486825.697	688242.4909	11-MAY-15 1:52:23PM	1720.872803	297
E_unit	pine	P80	31.49983459	-109.0189631	3486697.677	688146.2836	11-MAY-15 1:57:50PM	1724.237305	298
E_unit	pine	P81	31.49954122	-109.0189262	3486665.217	688150.3747	11-MAY-15 1:59:52PM	1724.958252	299
Rino_UNIT	pine	CP011	31.51449597	-108.998657	3488358.147	690045.4889	2015/05/10 20:02:14+00	1669.118164	674
Rino_UNIT	pine	CP022	31.514574	-108.99886	3488366.446	690026.0498	2015/05/10 20:04:00+00	1672.214844	675
Rino_UNIT	pine	CP032	31.51442598	-108.99874	3488350.244	690037.7494	2015/05/10 20:05:57+00	1671.132812	676
Rino_UNIT	pine	CP04 2T	31.51389398	-108.999111	3488290.62	690003.5919	2015/05/10 20:09:24+00	1668.815674	677
Rino_UNIT	pine	CP051	31.51377504	-108.999561	3488276.653	689961.0908	2015/05/10 20:11:37+00	1667.813232	678
Rino_UNIT	pine	CP061	31.51377797	-108.99967	3488276.79	689950.7358	2015/05/10 20:12:12+00	1667.723145	679
Rino_UNIT	pine	CP072	31.51373296	-108.999718	3488271.716	689946.2653	2015/05/10 20:12:44+00	1668.998047	680
Rino_UNIT	pine	CP082	31.513697	-108.999886	3488267.438	689930.3845	2015/05/10 20:14:01+00	1672.576416	681
Rino_UNIT	pine	CP09	31.51381401	-108.999902	3488280.383	689928.6272	2015/05/10 20:14:51+00	1672.924072	682
Rino_UNIT	pine	CP091	31.51341101	-109.000257	3488235.089	689895.7204	2015/05/10 20:18:07+00	1669.706909	683
Rino_UNIT	pine	CP100 2T	31.50951602	-109.007701	3487790.394	689196.5652	2015/05/10 22:32:30+00	1687.678467	787
Rino_UNIT	pine	CP101 2T	31.50951896	-109.007727	3487790.674	689194.0913	2015/05/10 22:32:58+00	1687.689453	788
Rino_UNIT	pine	CP102	31.509497	-109.007592	3487788.472	689206.9531	2015/05/10 22:33:38+00	1686.623779	789
Rino_UNIT	pine	CP103	31.51339098	-109.000188	3488232.988	689902.3207	2015/05/10 20:18:54+00	1669.680176	684
Rino_UNIT	pine	CP104	31.50946498	-109.007577	3487784.948	689208.4427	2015/05/10 22:33:56+00	1684.985474	790
Rino_UNIT	pine	CP105	31.509425	-109.007581	3487780.509	689208.1491	2015/05/10 22:34:31+00	1684.000366	791
Rino_UNIT	pine	CP106	31.50940798	-109.007431	3487778.882	689222.426	2015/05/10 22:35:50+00	1682.37793	792
Rino_UNIT	pine	CP107	31.50938099	-109.007447	3487775.862	689220.9599	2015/05/10 22:36:05+00	1681.400024	793
Rino_UNIT	pine	CP108	31.50917304	-109.007678	3487752.408	689199.4379	2015/05/10 22:38:27+00	1681.775146	794
Rino_UNIT	pine	CP109	31.50913599	-109.007659	3487748.334	689201.3198	2015/05/10 22:38:46+00	1682.163086	795
Rino_UNIT	pine	CP11 2T	31.51338302	-109.000342	3488231.838	689887.7047	2015/05/10 20:19:44+00	1669.579224	685
Rino_UNIT	pine	CP110	31.50911101	-109.007705	3487745.485	689196.9994	2015/05/10 22:39:16+00	1682.090088	796
Rino_UNIT	pine	CP1111	31.50914102	-109.007782	3487748.679	689189.6305	2015/05/10 22:39:53+00	1681.983521	797
Rino_UNIT	pine	CP112	31.50907304	-109.007679	3487741.32	689199.5439	2015/05/10 22:40:53+00	1679.867676	798
Rino_UNIT	pine	CP113	31.50893399	-109.007766	3487725.754	689191.5604	2015/05/10 22:41:56+00	1680.701904	799
Rino_UNIT	pine	CP114	31.50895301	-109.007881	3487727.665	689180.5992	2015/05/10 22:42:26+00	1680.663452	800
Rino_UNIT	pine	CP115	31.50898696	-109.008003	3487731.217	689168.9472	2015/05/10 22:44:07+00	1680.992798	801
Rino_UNIT	pine	CP116	31.50897296	-109.008045	3487729.593	689164.9868	2015/05/10 22:44:21+00	1681.448486	802
Rino_UNIT	pine	CP117	31.50885603	-109.008063	3487716.599	689163.5107	2015/05/10 22:45:09+00	1679.381592	803
Rino_UNIT	pine	CP118	31.50872704	-109.008374	3487701.761	689134.2344	2015/05/10 22:47:20+00	1679.011963	804
Rino_UNIT	pine	CP119	31.508707	-109.008481	3487699.355	689124.1082	2015/05/10 22:48:01+00	1679.555664	805
Rino_UNIT	pine	CP120	31.50872301	-109.008653	3487700.833	689107.7394	2015/05/10 22:48:42+00	1680.540894	806
Rino_UNIT	pine	CP121	31.50863802	-109.008667	3487691.386	689106.5811	2015/05/10 22:49:04+00	1680.911987	807
Rino_UNIT	pine	CP123	31.51331797	-109.000288	3488224.721	689892.9711	2015/05/10 20:20:33+00	1670.127686	686
Rino_UNIT	pine	CP131	31.51328696	-109.000255	3488221.339	689896.1624	2015/05/10 20:22:37+00	1667.996338	689
Rino_UNIT	pine	CP132	31.51328302	-109.000291	3488220.84	689892.7552	2015/05/10 20:20:50+00	1669.151611	687
Rino_UNIT	pine	CP1411	31.51305696	-109.000317	3488195.733	689890.7447	2015/05/10 20:23:33+00	1667.954346	690
Rino_UNIT	pine	CP142	31.51326701	-109.000281	3488219.083	689893.7349	2015/05/10 20:21:12+00	1669.094604	688
Rino_UNIT	pine	CP15	31.51281397	-109.000506	3488168.466	689873.2844	2015/05/10 20:25:28+00	1669.051636	691
Rino_UNIT	pine	CP162	31.51269503	-109.000553	3488155.199	689869.0589	2015/05/10 20:26:59+00	1669.114502	692
Rino_UNIT	pine	CP171	31.51259	-109.000542	3488143.574	689870.3143	2015/05/10 20:27:37+00	1669.132935	693
Rino_UNIT	pine	CP18	31.51259998	-109.000634	3488144.521	689861.5609	2015/05/10 20:28:29+00	1669.150269	694
Rino_UNIT	pine	CP191	31.51258699	-109.000648	3488143.056	689860.2577	2015/05/10 20:28:48+00	1669.144165	695
Rino_UNIT	pine	CP20 2T	31.51253301	-109.001274	3488135.987	689800.9064	2015/05/10 20:30:45+00	1668.900757	696
Rino_UNIT	pine	CP21	31.512633	-109.001517	3488146.652	689777.6254	2015/05/10 20:33:19+00	1669.688721	697
Rino_UNIT	pine	CP22	31.51258799	-109.001515	3488141.665	689777.9075	2015/05/10 20:34:06+00	1670.102783	698
Rino_UNIT	pine	CP23	31.51253301	-109.00148	3488135.63	689781.3384	2015/05/10 20:34:34+00	1670.087524	699
Rino_UNIT	pine	CP241	31.51279	-109.002327	3488162.654	689700.3734	2015/05/10 20:53:23+00	1678.243896	700
Rino_UNIT	pine	CP25	31.51265404	-109.002689	3488146.955	689666.2648	2015/05/10 20:55:02+00	1678.57605	701
Rino_UNIT	pine	CP26	31.51250903	-109.002763	3488130.75	689659.5363	2015/05/10 20:55:55+00	1678.430908	702
Rino_UNIT	pine	CP271	31.51229404	-109.003273	3488106.032	689611.5282	2015/05/10 20:59:36+00	1681.477905	704
Rino_UNIT	pine	CP28 1T 1S	31.51206002	-109.003354	3488079.947	689604.3106	2015/05/10 21:01:18+00	1680.626831	706
Rino_UNIT	pine	CP281	31.51207804	-109.003327	3488081.992	689606.8377	2015/05/10 21:00:44+00	1679.93042	705
Rino_UNIT	pine	CP29	31.51198701	-109.003398	3488071.777	689600.2786	2015/05/10 21:02:35+00	1681.290161	707
Rino_UNIT	pine	CP30	31.51213302	-109.003482	3488087.819	689592.0067	2015/05/10 21:03:13+00	1682.242554	708
Rino_UNIT	pine	CP31	31.51209497	-109.003548	3488083.486	689585.8103	2015/05/10 21:04:17+00	1682.46936	709
Rino_UNIT	pine	CP311	31.51201601	-109.003554	3488074.722	689585.4046	2015/05/10 21:04:44+00	1682.645508	710
Rino_UNIT	pine	CP331	31.51175299	-109.003672	3488045.358	689574.7267	2015/05/10 21:08:39+00	1679.934692	712
Rino_UNIT	pine	CP34 2T	31.51148301	-109.003978	3488014.897	689546.2062	2015/05/10 21:16:53+00	1680.328247	724
Rino_UNIT	pine	CP341	31.51173497	-109.003665	3488043.372	689575.4239	2015/05/10 21:09:01+00	1680.210815	713
Rino_UNIT	pine	CP351	31.51146096	-109.004042	3488012.343	689540.1765	2015/05/10 21:17:37+00	1680.207275	725
Rino_UNIT	pine	CP352	31.51172097	-109.003682	3488041.791	689573.844	2015/05/10 21:09:53+00	1680.953003	715
Rino_UNIT	pine	CP36 2T	31.51169297	-109.003671	3488038.706	689574.9435	2015/05/10 21:10:31+00	1680.764893	716
Rino_UNIT	pine	CP361	31.51147001	-109.004079	3488013.282	689536.6394	2015/05/10 21:18:00+00	1680.153442	726
Rino_UNIT	pine	CP37	31.51166397	-109.003682	3488035.472	689573.9591	2015/05/10 21:11:17+00	1680.585449	718
Rino_UNIT	pine	CP37 3T	31.51133901	-109.004073	3487998.768	689537.4772	2015/05/10 21:18:44+00	1678.692505	727
Rino_UNIT	pine	CP38 3T	31.51164402	-109.003659	3488033.3	689576.1808	2015/05/10 21:11:36+00	1680.520142	719
Rino_UNIT	pine	CP391	31.51126499	-109.003998	3487990.693	689544.7438	2015/05/10 21:20:03+00	1677.772339	728
Rino_UNIT	pine	CP392	31.51162399	-109.003676	3488031.05	689574.6051	2015/05/10 21:11:59+00	1680.461304	720
Rino_UNIT	pine	CP40 2T	31.51175902	-109.003741	3488045.908	689568.1626	2015/05/10 21:12:27+00	1680.371704	721
Rino_UNIT	pine	CP401	31.51123004	-109.003991	3487986.83	689545.4831	2015/05/10 21:20:22+00	1677.690796	729
Rino_UNIT	pine	CP41 2T	31.51171904	-109.003829	3488041.323	689559.8843	2015/05/10 21:13:01+00	1680.722656	722
Rino_UNIT	pine	CP411	31.51114798	-109.004093	3487977.556	689535.9602	2015/05/10 21:20:43+00	1677.579346	730
Rino_UNIT	pine	CP42 5S	31.51121998	-109.004189	3487985.372	689526.6994	2015/05/10 21:21:23+00	1678.778809	731
Rino_UNIT	pine	CP422	31.51143598	-109.003965	3488009.707	689547.5352	2015/05/10 21:15:28+00	1677.136597	723
Rino_UNIT	pine	CP43	31.51112502	-109.004213	3487974.802	689524.6063	2015/05/10 21:22:38+00	1679.201416	732
Rino_UNIT	pine	CP441	31.51108101	-109.004334	3487969.714	689513.2073	2015/05/10 21:23:32+00	1677.949097	733
Rino_UNIT	pine	CP451	31.51104396	-109.004326	3487965.621	689514.0384	2015/05/10 21:23:55+00	1677.865234	734
Rino_UNIT	pine	CP46	31.51099099	-109.004457	3487959.521	689501.7022	2015/05/10 21:24:26+00	1677.741455	735
Rino_UNIT	pine	CP471	31.51093902	-109.004475	3487953.729	689500.1035	2015/05/10 21:24:48+00	1677.729004	736
Rino_UNIT	pine	CP48 2T	31.51090801	-109.004625	3487950.031	689485.9157	2015/05/10 21:25:41+00	1678.929932	737
Rino_UNIT	pine	CP491	31.51089996	-109.004714	3487948.985	689477.4773	2015/05/10 21:26:38+00	1679.40564	738
Rino_UNIT	pine	CP50 2T	31.51085998	-109.004766	3487944.463	689472.6221	2015/05/10 21:27:07+00	1679.300781	739
Rino_UNIT	pine	CP51	31.51081203	-109.004736	3487939.199	689475.5689	2015/05/10 21:28:23+00	1678.005249	740
Rino_UNIT	pine	CP53	31.51077499	-109.004853	3487934.889	689464.53	2015/05/10 21:29:12+00	1677.694336	741
Rino_UNIT	pine	CP541	31.51074397	-109.004997	3487931.202	689450.9154	2015/05/10 21:32:07+00	1678.767456	744
Rino_UNIT	pine	CP542	31.51088596	-109.004843	3487947.21	689465.2534	2015/05/10 21:29:59+00	1678.428833	742
Rino_UNIT	pine	CP55 2T	31.51088102	-109.004921	3487946.527	689457.8595	2015/05/10 21:30:22+00	1678.671387	743
Rino_UNIT	pine	CP551	31.51080298	-109.005018	3487937.708	689448.7981	2015/05/10 21:32:48+00	1678.653809	745
Rino_UNIT	pine	CP56	31.51069804	-109.005093	3487925.944	689441.8927	2015/05/10 21:35:03+00	1678.890503	746
Rino_UNIT	pine	CP581	31.510633	-109.005194	3487918.558	689432.4308	2015/05/10 21:35:49+00	1678.693481	747
Rino_UNIT	pine	CP591	31.510662	-109.005207	3487921.751	689431.1383	2015/05/10 21:36:45+00	1678.497314	748
Rino_UNIT	pine	CP60 2T	31.51068002	-109.005316	3487923.56	689420.7445	2015/05/10 21:37:20+00	1678.894409	749
Rino_UNIT	pine	CP611	31.51060802	-109.005338	3487915.54	689418.804	2015/05/10 21:37:48+00	1678.864136	750
Rino_UNIT	pine	CP62	31.51065999	-109.005472	3487921.07	689405.9693	2015/05/10 21:38:33+00	1676.913452	751
Rino_UNIT	pine	CP631	31.51058396	-109.005419	3487912.733	689411.1541	2015/05/10 21:39:01+00	1676.863647	752
Rino_UNIT	pine	CP64	31.51057701	-109.005511	3487911.803	689402.4348	2015/05/10 21:39:49+00	1678.817017	753
Rino_UNIT	pine	CP65	31.51056502	-109.00553	3487910.441	689400.6518	2015/05/10 21:40:07+00	1679.776978	754
Rino_UNIT	pine	CP66	31.51055899	-109.005566	3487909.71	689397.2487	2015/05/10 21:40:21+00	1680.218994	755
Rino_UNIT	pine	CP67	31.51052797	-109.005581	3487906.246	689395.8862	2015/05/10 21:40:56+00	1680.113647	756
Rino_UNIT	pine	CP68	31.51037299	-109.005503	3487889.198	689403.6028	2015/05/10 21:42:15+00	1677.383789	757
Rino_UNIT	pine	CP69	31.51035002	-109.005629	3487886.434	689391.6836	2015/05/10 21:47:40+00	1677.337891	758
Rino_UNIT	pine	CP70	31.51022597	-109.005753	3487872.467	689380.1593	2015/05/10 21:49:13+00	1676.272339	759
Rino_UNIT	pine	CP71	31.51018096	-109.005934	3487867.164	689363.054	2015/05/10 21:52:06+00	1676.74646	760
Rino_UNIT	pine	CP73 2T	31.51019404	-109.005954	3487868.579	689361.1329	2015/05/10 21:52:28+00	1677.262695	761
Rino_UNIT	pine	CP74	31.51018599	-109.006004	3487867.601	689356.3963	2015/05/10 21:52:56+00	1677.740723	762
Rino_UNIT	pine	CP75	31.51023301	-109.005997	3487872.826	689356.9622	2015/05/10 21:53:50+00	1678.672974	763
Rino_UNIT	pine	CP76	31.51012497	-109.006046	3487860.763	689352.5309	2015/05/10 21:54:53+00	1677.068115	764
