unit	type	ident	Latitude	Longitude	y_proj	x_proj	comment	altitude
J_UNIT	user	PC4 1S3M 3.5m	31.48938487	-108.9538857	3485652.719	694349.6887	5/16/15 12:41	1638.680664
J_UNIT	user	PC4 2M 9m	31.48969408	-108.9528008	3485688.923	694452.1222	5/16/15 12:06	1637.719238
J_UNIT	user	PC5 3S1M 2.75m	31.48941144	-108.9545201	3485654.54	694289.3694	5/16/15 12:52	1643.006348
J_UNIT	user	PC5 D	31.48942955	-108.9544759	3485656.626	694293.5285	5/16/15 12:54	1642.766113
J_UNIT	user	PC5 U	31.48942393	-108.9545472	3485655.877	694286.7716	5/16/15 12:55	1643.246826
J_UNIT	user	PC6 1S1M 2.5m	31.48895706	-108.95584	3485601.826	694164.9147	5/16/15 13:15	1642.766113
J_UNIT	user	PC6 3M 3.5m	31.48967799	-108.9580281	3485677.879	693955.5503	5/16/15 14:35	1648.053223
J_UNIT	user	PC6 D	31.48971101	-108.9578927	3485681.78	693968.3424	5/16/15 14:36	1648.293457
J_UNIT	user	PC6 U	31.48957665	-108.9580843	3485666.544	693950.4164	5/16/15 14:37	1645.890381
J_UNIT	user	PC7 1M1L 15.5m	31.48833856	-108.9604997	3485525.012	693723.4995	5/16/15 14:55	1651.417725
J_UNIT	user	PC7 D	31.48832163	-108.9604757	3485523.177	693725.8198	5/16/15 14:57	1649.97583
J_UNIT	user	PC7 U	31.48822029	-108.9605885	3485511.743	693715.3104	5/16/15 14:58	1650.937256
J_UNIT	user	PC8 2M 3m	31.49171881	-108.9716483	3485880.118	692657.4185	5/16/15 16:23	1669.923096
J_UNIT	user	S. virgatus	31.48817427	-108.9607049	3485506.435	693704.3445	16-MAY-15 15:28:38 Shedding	1651.898438
J_UNIT	user	S04	31.50786328	-109.0099474	3487603.286	688986.5243	5/17/15 15:35	1686.025146
J_UNIT	user	S1 0.5m	31.49196868	-108.9457598	3485953.61	695116.3072	16-MAY-15 10:34:19 Fish n pool	1628.346436
J_UNIT	user	S1 0.85m	31.49355722	-108.9376059	3486144.269	695887.6199	5/17/15 12:12	1617.29126
J_UNIT	user	S131	31.50317813	-109.0173244	3487071.171	688295.2357	5/17/15 16:44	1710.778809
J_UNIT	user	S2 0.5m	31.49111347	-108.9477644	3485855.231	694927.6428	5/16/15 10:47	1627.625488
J_UNIT	user	S23	31.51956643	-109.0104622	3488899.862	688914.0747	5/18/15 13:17	1685.304199
J_UNIT	user	S3 0.85m	31.49034401	-108.9494785	3485766.877	694766.3968	5/16/15 11:26	1631.951416
J_UNIT	user	S4 .75m	31.48892445	-108.9554544	3485598.894	694201.6123	5/16/15 13:12	1645.169434
J_UNIT	user	S4 0.75m	31.48937624	-108.9564433	3485647.23	694106.7304	5/16/15 14:28	1645.649902
J_UNIT	user	S43	31.51851241	-109.0035939	3488794.874	689568.4838	5/18/15 13:47	1680.978271
J_UNIT	user	S53	31.50391457	-109.0162275	3487154.7	688397.9531	5/17/15 16:35	1709.096436
J_UNIT	user	S6 0.85m	31.48878817	-108.9622101	3485571.836	693560.0779	5/16/15 15:39	1652.138916
J_UNIT	user	S7 0.9m	31.48976315	-108.9628804	3485678.745	693494.3969	5/16/15 15:44	1654.782715
J_UNIT	user	S71	31.50389579	-109.0162275	3487152.619	688397.9908	5/17/15 16:36	1708.615967
J_UNIT	user	S83	31.50816411	-109.009147	3487638.018	689061.9413	5/17/15 15:31	1685.784912
J_UNIT	user	S9 0.75	31.50975977	-108.9903587	3487847.494	690843.2638	5/17/15 9:57	1668.000488
J_UNIT	user	Sedge 6091	31.51208843	-108.9821084	3488120.063	691622.1341	17-MAY-15 9:34:29 Macie Pic	1653.821289
J_UNIT	user	Snake backbone	31.48894181	-108.9551111	3485601.426	694234.1932	16-MAY-15 13:05:32 Macie Pic	1644.208008
J_UNIT	user	Stopnoodle	31.48375525	-109.0242801	3484905.946	687673.3452	5/14/15 16:43	1797.537109
J_UNIT	user	T1320 M 14.75m	31.48969073	-108.9529342	3485688.315	694439.452	5/16/15 12:29	1636.036865
J_UNIT	user	T2172	31.48897064	-108.9550145	3485604.794	694243.315	5/16/15 13:44	1642.525879
J_UNIT	user	T85.2	31.48322744	-109.0221876	3484851.015	687873.1979	5/14/15 15:48	1780.233643
J_UNIT	user	Toad1	31.49341556	-108.936581	3486130.397	695985.2837	5/15/15 10:24	1626.423828
