unit	type	ident	Latitude	Longitude	y_proj	x_proj	comment	altitude
B_unit	user	RPP47	31.52058156	-109.0168835	3489001.347	688302.1955	5/15/15 16:28	1713.422363
B_unit	user	RPP48 49	31.51186321	-109.0393631	3487996.371	686184.6233	5/15/15 17:08	1859.541748
B_unit	user	RPP50	31.51593522	-108.9860582	3488539.636	691239.1468	5/15/15 18:57	1642.045166
B_unit	user	Bone	31.50980981	-108.9864794	3487859.806	691211.6236	5/16/15 10:46	1659.589111
B_unit	user	RPP51	31.50874556	-108.9914475	3487733.158	690741.9084	5/16/15 11:47	1677.613525
B_unit	user	RPP52	31.50947076	-108.9886167	3487818.489	691009.3101	5/16/15 12:18	1668.721436
B_unit	user	Skull Beehive	31.50984962	-108.9864749	3487864.227	691211.9644	5/16/15 12:42	1665.356934
B_unit	user	20	35.53126976	-97.56600629	4016086.605	1721498.191	5/22/15 8:38	374.796875
B_unit	user	21	35.60574565	-97.45785828	4025798.766	1730221.671	5/22/15 8:59	359.4158936
								
