unit,type,ident,,Latitude,Longitude,y_proj,x_proj,comment,altitude,original order
E_unit,pool,S011,small,31.48604963,-108.9472454,3485294.745,694987.4597,16-MAY-15 11:45:21AM,1633.393311,412
T_UNIT,pool,S03,small,31.47760159,-109.0142905,3484240.869,688634.7718,12-MAY-15 4:54:19PM,1714.143311,600
J_UNIT,pool,S04,small,31.50786328,-109.0099474,3487603.286,688986.5243,5/17/15 15:35,1686.025146,564
B_unit,pool,S1,small,31.47581717,-109.0325994,3484011.694,686898.7452,5/12/15 13:47,1792.490479,195
J_UNIT,pool,S1 0.5m,small,31.49196868,-108.9457598,3485953.61,695116.3072,16-MAY-15 10:34:19 Fish n pool,1628.346436,565
J_UNIT,pool,S1 0.85m,small,31.49355722,-108.9376059,3486144.269,695887.6199,5/17/15 12:12,1617.29126,566
B_unit,pool,S10,small,31.47770997,-109.0272582,3484230.651,687402.4624,5/13/15 16:47,1765.333252,239
E_unit,pool,S101,small,31.48412473,-109.0245226,3484946.492,687649.5694,18-MAY-15 1:22:19PM,1807.630859,460
E_unit,pool,S102,small,31.48419798,-109.0245703,3484954.532,687644.884,18-MAY-15 2:11:31PM,1814.84082,467
E_unit,pool,S103,small,31.48915722,-108.9768969,3485586.913,692164.0365,16-MAY-15 4:34:52PM,1687.467285,439
T_UNIT,pool,S104,small,31.52083805,-109.012333,3489037.614,688733.8418,18-MAY-15 12:38:54PM,1684.102539,661
B_unit,pool,S11,small,31.47756002,-109.0268117,3484214.79,687445.177,5/13/15 16:49,1763.650879,240
E_unit,pool,S111,small,31.48957958,-108.9771532,3485633.289,692138.8218,16-MAY-15 4:38:16PM,1684.583252,440
T_UNIT,pool,S112,small,31.49924526,-109.0190899,3486632.124,688135.4178,17-MAY-15 4:58:10PM,1720.151855,653
E_unit,pool,S12,small,31.5097513,-108.9902958,3487846.665,690849.2519,17-MAY-15 9:57:38AM,1678.094238,458
T_UNIT,pool,S121,small,31.51924213,-109.007557,3488868.923,689190.6344,18-MAY-15 1:00:17PM,1681.45874,657
B_unit,pool,S13,small,31.47746899,-109.0249954,3484207.805,687617.936,5/13/15 17:00,1758.604248,243
J_UNIT,pool,S131,small,31.50317813,-109.0173244,3487071.171,688295.2357,5/17/15 16:44,1710.778809,567
T_UNIT,pool,S14,small,31.48680643,-108.947076,3485378.95,695001.9827,16-MAY-15 12:49:17PM,1635.796631,616
B_unit,pool,S2,small,31.4745422,-109.0338254,3483868.258,686784.7891,5/12/15 15:12,1823.973389,205
J_UNIT,pool,S2 0.5m,small,31.49111347,-108.9477644,3485855.231,694927.6428,5/16/15 10:47,1627.625488,568
E_unit,pool,S21,small,31.48782408,-108.9837962,3485427.041,691511.3039,16-MAY-15 3:35:21PM,1697.080322,418
T_UNIT,pool,S22,small,31.51170345,-109.0031625,3488040.748,689623.2139,17-MAY-15 2:57:28PM,1675.931396,625
J_UNIT,pool,S23,small,31.51956643,-109.0104622,3488899.862,688914.0747,5/18/15 13:17,1685.304199,569
B_unit,pool,S3,small,31.47439719,-109.0340292,3483851.835,686765.7085,5/12/15 15:14,1823.492676,207
J_UNIT,pool,S3 0.85m,small,31.49034401,-108.9494785,3485766.877,694766.3968,5/16/15 11:26,1631.951416,570
E_unit,pool,S31,small,31.4878167,-108.9836878,3485426.413,691521.6232,16-MAY-15 3:35:55PM,1697.560791,419
T_UNIT,pool,S32,small,31.50989137,-109.0062057,3487834.589,689337.8361,17-MAY-15 3:06:09PM,1681.218506,627
B_unit,pool,S4,small,31.47344174,-109.0357589,3483742.966,686603.2574,5/12/15 16:33,1833.82666,211
J_UNIT,pool,S4 .75m,small,31.48892445,-108.9554544,3485598.894,694201.6123,5/16/15 13:12,1645.169434,571
J_UNIT,pool,S4 0.75m,small,31.48937624,-108.9564433,3485647.23,694106.7304,5/16/15 14:28,1645.649902,572
E_unit,pool,S41,small,31.48754865,-108.9834381,3485397.131,691545.8918,16-MAY-15 3:37:21PM,1697.320557,421
T_UNIT,pool,S42,small,31.50934503,-109.0070472,3487772.566,689259.0074,17-MAY-15 3:10:59PM,1683.141113,629
J_UNIT,pool,S43,small,31.51851241,-109.0035939,3488794.874,689568.4838,5/18/15 13:47,1680.978271,573
B_unit,pool,S5,small,31.47335256,-109.0353596,3483733.758,686641.376,5/12/15 16:40,1832.865234,214
E_unit,pool,S51,small,31.48724053,-108.9819164,3485365.631,691691.0832,16-MAY-15 3:48:21PM,1692.994629,426
T_UNIT,pool,S52,small,31.50920372,-109.0069987,3487756.982,689263.9019,17-MAY-15 3:12:57PM,1684.343018,631
J_UNIT,pool,S53,small,31.50391457,-109.0162275,3487154.7,688397.9531,5/17/15 16:35,1709.096436,574
E_unit,pool,S6,small,31.48774789,-108.9809008,3485423.656,691786.537,16-MAY-15 3:56:35PM,1689.389893,430
J_UNIT,pool,S6 0.85m,small,31.48878817,-108.9622101,3485571.836,693560.0779,5/16/15 15:39,1652.138916,575
T_UNIT,pool,S61,small,31.50835589,-109.0083098,3487660.724,689141.0805,17-MAY-15 3:25:49PM,1684.583252,634
E_unit,pool,S7,small,31.48795844,-108.9807053,3485447.341,691804.6771,16-MAY-15 3:58:38PM,1690.351074,431
J_UNIT,pool,S7 0.9m,small,31.48976315,-108.9628804,3485678.745,693494.3969,5/16/15 15:44,1654.782715,576
J_UNIT,pool,S71,small,31.50389579,-109.0162275,3487152.619,688397.9908,5/17/15 16:36,1708.615967,577
B_unit,pool,S8,small,31.47796788,-109.0286106,3484256.934,687273.4515,5/13/15 16:41,1770.139893,237
E_unit,pool,S81,small,31.48800957,-108.9806236,3485453.152,691812.3368,16-MAY-15 4:00:12PM,1689.149414,432
T_UNIT,pool,S82,small,31.50416946,-109.0155969,3487184.043,688457.3371,17-MAY-15 4:32:36PM,1709.096436,647
J_UNIT,pool,S83,small,31.50816411,-109.009147,3487638.018,689061.9413,5/17/15 15:31,1685.784912,578
B_unit,pool,S9,small,31.47739297,-109.025106,3484199.187,687607.5754,5/13/15 16:58,1757.642822,242
J_UNIT,pool,S9 0.75,small,31.50975977,-108.9903587,3487847.494,690843.2638,5/17/15 9:57,1668.000488,579
E_unit,pool,S91,small,31.48825239,-108.9779394,3485484.773,692066.8506,16-MAY-15 4:20:16PM,1688.90918,436
T_UNIT,pool,S92,small,31.50318895,-109.0173528,3487072.32,688292.515,17-MAY-15 4:44:08PM,1711.740234,651
E_unit,pool - mapping landmark,Started mappig,,31.5205539,-109.0142603,3489002.793,688551.3752,17-MAY-15 4:12:31PM,1692.754395,456
J_UNIT,noodling landmark,Stopnoodle,,31.48375525,-109.0242801,3484905.946,687673.3452,5/14/15 16:43,1797.537109,582
T_UNIT,noodling landmark,STOP NOODLE,,31.51579038,-108.987383,3488521.266,691113.6148,18-MAY-15 2:37:33PM,1666.077881,669
E_unit,noodling landmark,watr Stp,,31.48029587,-109.0175407,3484533.981,688320.5646,12-MAY-15 5:42:43PM,1729.043701,402
