unit,type,ident,Latitude,Longitude,y_proj,x_proj,comment,altitude
T_UNIT,user,M11 6m2,31.50860097,-109.0071802,3487689.846,689247.873,17-MAY-15 3:15:31PM,1684.343018
T_UNIT,user,33,31.50835941,-109.0083093,3487661.115,689141.1212,17-MAY-15 3:25:45PM,1684.82373
T_UNIT,user,S61,31.50835589,-109.0083098,3487660.724,689141.0805,17-MAY-15 3:25:49PM,1684.583252
T_UNIT,user,M12 3m2,31.50816905,-109.0088433,3487639.09,689090.7832,17-MAY-15 3:27:39PM,1685.063965
T_UNIT,user,M13 6m2,31.50809119,-109.0093086,3487629.655,689046.7467,17-MAY-15 3:31:57PM,1686.025146
T_UNIT,user,M14 3m2,31.50798448,-109.0096154,3487617.296,689017.8151,17-MAY-15 3:34:06PM,1685.784912
T_UNIT,user,L3 18m2,31.50653156,-109.0100658,3487455.442,688977.9637,17-MAY-15 3:41:24PM,1688.428467
T_UNIT,user,M14 8m2,31.50630441,-109.0100163,3487430.344,688983.1183,17-MAY-15 3:43:05PM,1688.428467
T_UNIT,user,M15 3m2,31.50510111,-109.0114356,3487294.494,688850.7272,17-MAY-15 3:52:42PM,1693.235107
T_UNIT,user,M16 4m2,31.50577309,-109.0129612,3487366.364,688704.4678,17-MAY-15 3:59:16PM,1696.599609
T_UNIT,user,M17 6m2,31.5058326,-109.0130557,3487372.799,688695.3756,17-MAY-15 4:01:10PM,1695.878662
T_UNIT,user,M18 2m2,31.50614927,-109.0131597,3487407.727,688684.8589,17-MAY-15 4:03:13PM,1698.281738
T_UNIT,user,L6 24m2,31.50625798,-109.0133137,3487419.514,688670.0152,17-MAY-15 4:06:02PM,1697.80127
T_UNIT,user,43,31.50624926,-109.0133134,3487418.548,688670.0645,17-MAY-15 4:08:51PM,1696.359375
T_UNIT,user,53,31.5063304,-109.0133054,3487427.557,688670.6578,17-MAY-15 4:09:57PM,1698.522217
T_UNIT,user,S82,31.50416946,-109.0155969,3487184.043,688457.3371,17-MAY-15 4:32:36PM,1709.096436
T_UNIT,user,M17 1m2,31.50395321,-109.0161115,3487159.183,688408.8945,17-MAY-15 4:34:15PM,1710.057861
T_UNIT,user,M19 2m2,31.50392018,-109.016276,3487155.239,688393.3321,17-MAY-15 4:35:45PM,1709.577148
T_UNIT,user,L8 36m2,31.50380812,-109.016701,3487142.085,688353.1912,17-MAY-15 4:40:49PM,1710.778809
T_UNIT,user,S92,31.50318895,-109.0173528,3487072.32,688292.515,17-MAY-15 4:44:08PM,1711.740234
T_UNIT,user,M20 2m2,31.50313513,-109.0173865,3487066.297,688289.4223,17-MAY-15 4:45:09PM,1711.980469
T_UNIT,user,S112,31.49924526,-109.0190899,3486632.124,688135.4178,17-MAY-15 4:58:10PM,1720.151855
T_UNIT,user,Sedge?,31.50077571,-109.0180636,3486803.558,688229.8374,17-MAY-15 5:08:30PM,1717.267822
T_UNIT,user,T1176,31.5038144,-109.0166991,3487142.785,688353.3538,17-MAY-15 5:27:39PM,1709.096436
T_UNIT,user,T1008,31.50382488,-109.0166848,3487143.971,688354.6942,17-MAY-15 5:27:59PM,1709.096436
T_UNIT,user,S121,31.51924213,-109.007557,3488868.923,689190.6344,18-MAY-15 1:00:17PM,1681.45874
T_UNIT,user,Comp 3M1L 33m2,31.51917298,-109.0076707,3488861.061,689179.9716,18-MAY-15 1:17:14PM,1683.381348
T_UNIT,user,M25 1m2,31.51913183,-109.0051399,3488860.872,689420.4108,18-MAY-15 1:35:34PM,1679.05542
T_UNIT,user,M21 4m2,31.5206767,-109.0122758,3489019.825,688739.5953,18-MAY-15 12:37:16PM,1687.467285
T_UNIT,user,S104,31.52083805,-109.012333,3489037.614,688733.8418,18-MAY-15 12:38:54PM,1684.102539
T_UNIT,user,M22 2m2,31.521204,-109.0127959,3489077.388,688689.1494,18-MAY-15 12:40:45PM,1688.428467
T_UNIT,user,M23 2m2,31.52127617,-109.0132729,3489084.567,688643.7028,18-MAY-15 12:44:18PM,1686.505859
T_UNIT,user,Dead Juvenile,31.52127391,-109.0133424,3489084.197,688637.1083,18-MAY-15 12:46:47PM,1688.188232
T_UNIT,user,M24 2m2,31.52125756,-109.0132234,3489082.59,688648.4367,18-MAY-15 12:48:49PM,1688.428467
T_UNIT,user,M24 4m2,31.5192356,-109.0075495,3488868.212,689191.3561,18-MAY-15 12:58:34PM,1681.218506
T_UNIT,user,M26 1m2,31.51560774,-108.9921244,3488492.755,690663.672,18-MAY-15 2:15:58PM,1673.047363
T_UNIT,user,M26 3m2,31.51546299,-108.9921615,3488476.642,690660.4395,18-MAY-15 2:16:58PM,1673.287842
T_UNIT,user,STOP NOODLE,31.51579038,-108.987383,3488521.266,691113.6148,18-MAY-15 2:37:33PM,1666.077881
T_UNIT,user,H ANT-SPIDER,31.52608696,-108.9771756,3489680.657,692061.9858,19-MAY-15 8:43:32AM,1643.006348
T_UNIT,user,H ANT-BEETLE,31.52610733,-108.9774332,3489682.463,692037.4834,19-MAY-15 8:44:40AM,1643.246826
T_UNIT,user,H ANT-DIFF ANT,31.52588412,-108.977657,3489657.325,692016.6875,19-MAY-15 8:45:38AM,1645.409668
T_UNIT,user,H ANT-H ANT,31.52592779,-108.977792,3489661.929,692003.7747,19-MAY-15 8:46:30AM,1646.371094
,,,,,,,,
